date,0x1Bf68A9d1EaEe7826b3593C20a0ca93293cb489a
2020-06-04,0.0
2020-06-05,0.0
2020-06-06,0.0
2020-06-07,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-13,0.0
2020-06-14,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-20,0.0
2020-06-21,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-27,0.0
2020-06-28,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-03,0.0
2020-07-04,0.0
2020-07-05,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-11,0.0
2020-07-12,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-18,0.0
2020-07-19,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-25,0.0
2020-07-26,0.0
2020-07-27,0.0
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
2020-08-01,0.0
2020-08-02,0.0
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-08,0.0
2020-08-09,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,0.0
2020-08-15,0.0
2020-08-16,0.0
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,0.0
2020-08-20,0.0
2020-08-21,0.0
2020-08-22,0.0
2020-08-23,0.0
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-29,0.0
2020-08-30,0.0
2020-08-31,0.0
2020-09-01,0.0
2020-09-02,0.0
2020-09-03,0.0
2020-09-04,0.0
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,0.0
2020-09-08,0.0
2020-09-09,0.0
2020-09-10,0.0
2020-09-11,0.0
2020-09-12,0.0
2020-09-13,0.0
2020-09-14,0.0
2020-09-15,0.0
2020-09-16,0.0
2020-09-17,0.0
2020-09-18,0.0
2020-09-19,0.0
2020-09-20,0.0
2020-09-21,0.0
2020-09-22,0.0
2020-09-23,0.0
2020-09-24,0.0
2020-09-25,0.0
2020-09-26,0.0
2020-09-27,0.0
2020-09-28,0.0
2020-09-29,0.0
2020-09-30,0.0
2020-10-01,0.0
2020-10-02,0.0
2020-10-03,0.0
2020-10-04,0.0
2020-10-05,0.0
2020-10-06,0.0
2020-10-07,0.0
2020-10-08,0.0
2020-10-09,0.0
2020-10-10,0.0
2020-10-11,0.0
2020-10-12,0.0
2020-10-13,0.0
2020-10-14,0.0
2020-10-15,0.0
2020-10-16,0.0
2020-10-17,0.0
2020-10-18,0.0
2020-10-19,0.0
2020-10-20,0.0
2020-10-21,0.0
2020-10-22,0.0
2020-10-23,0.0
2020-10-24,0.0
2020-10-25,0.0
2020-10-26,0.0
2020-10-27,0.0
2020-10-28,0.0
2020-10-29,0.0
2020-10-30,0.002
2020-10-31,0.00256
2020-11-01,0.00256
2020-11-02,0.00256
2020-11-03,0.00256
2020-11-04,0.00256
2020-11-05,0.70356
2020-11-06,91.86356
2020-11-07,142.619162
2020-11-08,258.129946
2020-11-09,345.473518
2020-11-10,964.404176
2020-11-11,7245.757516
2020-11-12,7807.096338
2020-11-13,9289.370574
2020-11-14,10324.125411
2020-11-15,10704.6218541
2020-11-16,11283.8963681
2020-11-17,11856.2959951
2020-11-18,12016.5950361
2020-11-19,12352.44520169
2020-11-20,12893.03914369
2020-11-21,12723.54551869
2020-11-22,11575.26723769
2020-11-23,10832.44019469
2020-11-24,10635.22443069
2020-11-25,10677.92603669
2020-11-26,11887.08586769
2020-11-27,12246.18491669
2020-11-28,12493.64438569
2020-11-29,12642.91011069
2020-11-30,12120.47728369
2020-12-01,10960.55024969
2020-12-02,11380.20519369
2020-12-03,11533.43400469
2020-12-04,11888.32751369
2020-12-05,13091.00889869
2020-12-06,13453.89068269
2020-12-07,13492.63095169
2020-12-08,14612.72272369
2020-12-09,14972.00057769
2020-12-10,14709.06852769
2020-12-11,12579.85175769
2020-12-12,12434.16348469
2020-12-13,14662.46856869
2020-12-14,14379.81656819
2020-12-15,14575.74083919
2020-12-16,14825.63830719
2020-12-17,16627.92535319
2020-12-18,16732.92915269
2020-12-19,17048.50014069
2020-12-20,17078.92007869
2020-12-21,17435.86923969
2020-12-22,17326.68903805
2020-12-23,17315.6080752
2020-12-24,17354.4561162
2020-12-25,17258.7357762
2020-12-26,17792.0776252
2020-12-27,20887.1190442
2020-12-28,20893.87096254
2020-12-29,21215.12177254
2020-12-30,17772.55171845
2020-12-31,18744.66747945
2021-01-01,18547.86561645
2021-01-02,18815.78622145
2021-01-03,18407.77506545
2021-01-04,14612.43494065
2021-01-05,12573.01989365
2021-01-06,13188.60045487
2021-01-07,11301.23159887
2021-01-08,11452.44150287
2021-01-09,11606.99084487
2021-01-10,11017.26081387
2021-01-11,10316.82206487
2021-01-12,10522.03697698
2021-01-13,11091.51961498
2021-01-14,11255.99721298
2021-01-15,12090.88485098
2021-01-16,12420.08996498
2021-01-17,12957.54780998
2021-01-18,13527.98240998
2021-01-19,13945.95423698
2021-01-20,15174.91888898
2021-01-21,15849.99209398
2021-01-22,13730.42578698
2021-01-23,15219.65775007
2021-01-24,15346.91869907
2021-01-25,13990.71413716
2021-01-26,13748.74162416
2021-01-27,13966.99480816
2021-01-28,14313.42004116
2021-01-29,14740.47636216
2021-01-30,14694.11789416
2021-01-31,14703.01926416
2021-02-01,14754.12799316
2021-02-02,14277.24914516
2021-02-03,13513.59450584
2021-02-04,13485.72759604
2021-02-05,13784.89547069
2021-02-06,13411.94334369
2021-02-07,13712.62684269
2021-02-08,13886.21215669
2021-02-09,14060.09610369
2021-02-10,14331.88196269
2021-02-11,14225.75486569
2021-02-12,14433.51311669
2021-02-13,14824.41913369
2021-02-14,14823.65053169
2021-02-15,15168.52255369
2021-02-16,15464.66272169
2021-02-17,16148.31527429
2021-02-18,16446.08632419
2021-02-19,16839.98290879
2021-02-20,17630.99948679
2021-02-21,17485.65950979
2021-02-22,18118.24166579
2021-02-23,19194.56017679
2021-02-24,20698.29928879
2021-02-25,21433.29342479
2021-02-26,21125.82700979
2021-02-27,22504.30461679
2021-02-28,22873.99305179
2021-03-01,23419.17994179
2021-03-02,23713.17764879
2021-03-03,24025.10668879
2021-03-04,24156.01858879
2021-03-05,24086.40399674996
2021-03-06,24395.23624974996
2021-03-07,23784.57574474996
2021-03-08,22582.62397174996
2021-03-09,22916.93543874996
2021-03-10,23346.45036974996
2021-03-11,22315.61484574996
2021-03-12,23450.81399574996
2021-03-13,28549.94581874996
2021-03-14,29689.13732474996
2021-03-15,30856.52664874996
2021-03-16,36836.19570474996
2021-03-17,37617.50472274996
2021-03-18,39129.16976374996
2021-03-19,39877.23694374996
2021-03-20,39725.10726674996
2021-03-21,39870.41984474996
2021-03-22,42505.04629674996
2021-03-23,43275.04175281496
2021-03-24,46252.36136581496
2021-03-25,47661.09720281496
2021-03-26,48871.86369281496
2021-03-27,50277.05331417696
2021-03-28,54395.96660198196
2021-03-29,58730.65328445796
2021-03-30,63735.70826979796
2021-03-31,66303.96976331295
2021-04-01,63699.53570902396
2021-04-02,46397.19619962772
2021-04-03,45059.21024670266
2021-04-04,41940.64963420667
2021-04-05,42906.94638226766
2021-04-06,41142.14366832167
2021-04-07,39825.77242290367
2021-04-08,39865.72424623355
2021-04-09,42227.072268750555
2021-04-10,42212.088066798555
2021-04-11,41019.80711312056
2021-04-12,41462.20004897856
2021-04-13,42132.79957828255
2021-04-14,45694.563298451554
2021-04-15,47734.21644602955
2021-04-16,51960.407207060554
2021-04-17,55306.32710375856
2021-04-18,52299.23347772456
2021-04-19,52010.59756309755
2021-04-20,51342.787497074554
2021-04-21,50476.135528678555
2021-04-22,47930.12220901556
2021-04-23,43687.58864632055
2021-04-24,44284.87307788656
2021-04-25,45577.61680706155
2021-04-26,45812.682628670555
2021-04-27,46025.28711605555
2021-04-28,45949.31871201455
2021-04-29,44988.17834844656
2021-04-30,46792.81315525556
2021-05-01,47745.415621665554
2021-05-02,46944.05724397756
2021-05-03,46303.710958247655
2021-05-04,43788.682492843654
2021-05-05,43018.46181920957
2021-05-06,42676.119344410574
2021-05-07,42835.11463806257
2021-05-08,42769.95864931157
2021-05-09,41342.15730818257
2021-05-10,40692.087568256575
2021-05-11,40039.458448407575
2021-05-12,40780.82715730957
2021-05-13,40568.47552926657
2021-05-14,41852.755790712574
2021-05-15,42586.27067787657
2021-05-16,43986.54779625857
2021-05-17,45391.00890557657
2021-05-18,46154.88500311857
2021-05-19,45724.62036700757
2021-05-20,46696.483935767574
2021-05-21,45774.25716647957
2021-05-22,45239.45914268557
2021-05-23,45341.04002232557
2021-05-24,44233.72578776869
2021-05-25,44436.93706482269
2021-05-26,44498.74906079369
2021-05-27,44509.95060318369
2021-05-28,44802.08353315769
2021-05-29,44226.97623354069
2021-05-30,44649.43749734069
2021-05-31,45164.67402399169
2021-06-01,44281.19202676569
2021-06-02,44738.90859796469
2021-06-03,43894.389580305695
2021-06-04,43310.74237602869
2021-06-05,43249.060527963695
2021-06-06,42866.31957727669
2021-06-07,43155.98695519469
2021-06-08,42796.01512809869
2021-06-09,42685.29616234969
2021-06-10,43262.670022812694
2021-06-11,43209.415674419695
2021-06-12,43361.933205954694
2021-06-13,42890.64196892069
2021-06-14,43105.56108446769
2021-06-15,42235.090000925695
2021-06-16,42684.11828141169
2021-06-17,42724.571649896694
2021-06-18,42790.42517102169
2021-06-19,43391.23018212369
2021-06-20,43812.20716959869
2021-06-21,43917.97715253169
2021-06-22,43932.148142374695
2021-06-23,43238.93044422689
2021-06-24,46032.446010581894
2021-06-25,47374.45995374189
2021-06-26,47840.716244568895
2021-06-27,47472.08374729489
2021-06-28,47228.88734996189
2021-06-29,46121.79725272489
2021-06-30,45523.406256274895
2021-07-01,42553.01129212389
2021-07-02,46368.14213136989
2021-07-03,46913.96129100689
2021-07-04,46665.10959578889
2021-07-05,48522.35049507489
2021-07-06,49856.490561296894
2021-07-07,48469.20979414389
2021-07-08,48321.59906452889
2021-07-09,49170.692784551895
2021-07-10,49395.03535656189
2021-07-11,50063.08017201189
2021-07-12,50141.74300596089
2021-07-13,50468.428287475894
2021-07-14,50769.06863272489
2021-07-15,51200.885428620895
2021-07-16,51354.25801642159
2021-07-17,51685.20341446168
2021-07-18,51639.11515614521
2021-07-19,51982.336712984776
2021-07-20,52840.89279821497
2021-07-21,52855.63237974844
2021-07-22,52356.45640299103
2021-07-23,53306.64976598
2021-07-24,52712.81763225325
2021-07-25,52516.69205146146
2021-07-26,52331.468183375386
2021-07-27,50902.545881765545
2021-07-28,50875.414128856646
2021-07-29,50850.24322815227
2021-07-30,50723.66617344466
2021-07-31,50245.74733113728
2021-08-01,49609.606292737466
2021-08-02,48843.78163570304
2021-08-03,48403.757325949766
2021-08-04,47508.495382833054
2021-08-05,46822.30943990625
2021-08-06,45808.68500424998
2021-08-07,46025.17298188986
2021-08-08,45657.54620938675
2021-08-09,45393.833861299856
2021-08-10,45600.90446283096
2021-08-11,44868.300553355075
2021-08-12,45585.42905602754
2021-08-13,46221.257911402085
2021-08-14,46642.172328179106
2021-08-15,47253.77409221464
2021-08-16,47446.38507749108
2021-08-17,47576.28775353053
2021-08-18,48020.56416642809
2021-08-19,47179.40776931954
2021-08-20,47678.70927574899
2021-08-21,47587.95918773017
2021-08-22,47655.87222957184
2021-08-23,47512.34155643115
2021-08-24,45126.53860589573
2021-08-25,44265.8783975233
2021-08-26,44006.06700106118
2021-08-27,43947.09447537352
2021-08-28,43593.080122289466
2021-08-29,43469.48259782742
2021-08-30,43418.67064853046
2021-08-31,42813.19711012206
2021-09-01,41669.76614774637
2021-09-02,40028.83626888584
2021-09-03,39736.669675948775
2021-09-04,38861.24061485652
2021-09-05,38326.28154768408
2021-09-06,38366.39265199321
2021-09-07,37977.49023415639
2021-09-08,38445.740753242375
2021-09-09,37136.4425837746
2021-09-10,37290.471520039835
2021-09-11,36884.09644429844
2021-09-12,36632.97151593664
2021-09-13,36535.86226833372
2021-09-14,36471.1521274053
2021-09-15,36538.51658113985
2021-09-16,35907.55099870517
2021-09-17,35373.56680985403
2021-09-18,37813.98395307705
2021-09-19,37752.87130771886
2021-09-20,37628.620526373656
2021-09-21,38484.16402770131
2021-09-22,39111.94275391992
2021-09-23,39276.35272111166
2021-09-24,38904.37892834773
2021-09-25,38669.04081918427
2021-09-26,38358.08799376197
2021-09-27,37631.483308184674
2021-09-28,37669.14482479864
2021-09-29,37889.71562648643
2021-09-30,38180.91110693117
2021-10-01,37427.95335173896
2021-10-02,36370.455672479766
2021-10-03,36037.486014853646
2021-10-04,36020.07615505423
2021-10-05,36093.36263278693
2021-10-06,35993.66708283355
2021-10-07,36113.67215201731
2021-10-08,36159.12135703073
2021-10-09,36167.44936110927
2021-10-10,37004.7694525532
2021-10-11,37220.21412145768
2021-10-12,37092.0788485997
2021-10-13,37067.740976490575
2021-10-14,36764.53467740251
2021-10-15,35759.09614330154
2021-10-16,35601.48047135329
2021-10-17,35677.98012240342
2021-10-18,35515.90313041382
2021-10-19,35392.37225776385
2021-10-20,35257.39491559678
2021-10-21,34861.27680604374
2021-10-22,34576.26793950238
2021-10-23,35619.55343906984
2021-10-24,37037.39222253104
2021-10-25,37782.95267981732
2021-10-26,38319.551196848464
2021-10-27,38998.4203094026
2021-10-28,38828.31286676275
2021-10-29,38944.398124595435
2021-10-30,35088.158158542494
2021-10-31,34677.00824205119
2021-11-01,34592.475538100465
2021-11-02,34262.2174425511
2021-11-03,34088.5688465252
2021-11-04,33571.493262345706
2021-11-05,33391.98401032003
2021-11-06,33345.23943163196
2021-11-07,33129.59911106917
2021-11-08,32776.581229225674
2021-11-09,32881.96159712152
2021-11-10,32792.395320902004
2021-11-11,32605.334127921637
2021-11-12,32593.115489763335
2021-11-13,32559.59759303716
2021-11-14,32556.05057665609
2021-11-15,32498.657253417732
2021-11-16,31566.091486909285
2021-11-17,31210.584057311306
2021-11-18,30877.354636141765
2021-11-19,30968.83152356906
2021-11-20,30900.181149121487
2021-11-21,30926.922329242363
2021-11-22,30829.507705548047
2021-11-23,30844.28299752993
2021-11-24,29512.9359183185
2021-11-25,29347.09498176813
2021-11-26,29304.568671377765
2021-11-27,28921.413141879297
2021-11-28,28931.251455483485
2021-11-29,28749.756685891713
2021-11-30,28316.926588444145
2021-12-01,27996.8614162426
2021-12-02,29005.129689190773
2021-12-03,29032.800912376308
2021-12-04,29102.63712334683
2021-12-05,28585.17547882473
2021-12-06,28557.002062599306
2021-12-07,28538.59720057773
2021-12-08,28260.03862841141
2021-12-09,28365.743889162797
2021-12-10,28371.46921281587
2021-12-11,28543.62709266075
2021-12-12,28481.203553559877
2021-12-13,28700.099007059984
2021-12-14,28731.26947395605
2021-12-15,28782.70468437383
2021-12-16,29007.979713356577
2021-12-17,28648.99122950729
2021-12-18,29426.368814915477
2021-12-19,29431.168915128634
2021-12-20,29938.026499604344
2021-12-21,29753.6199808131
2021-12-22,29626.94690973842
2021-12-23,29638.691486686395
2021-12-24,25090.093596684274
2021-12-25,25150.046557416223
2021-12-26,25153.840161384545
2021-12-27,25167.688435861564
2021-12-28,32095.266861417345
2021-12-29,32811.20739631234
2021-12-30,34050.499978976324
2021-12-31,34804.51688005441
2022-01-01,35355.32199257179
2022-01-02,36099.90141657542
2022-01-03,36524.85089580454
2022-01-04,36931.67913920835
2022-01-05,37298.60617017988
2022-01-06,37217.55670437769
2022-01-07,37432.20516829103
2022-01-08,38365.84288571704
2022-01-09,38633.42501625209
2022-01-10,38609.72451907484
2022-01-11,38651.12624264791
2022-01-12,38699.43953215641
2022-01-13,38712.76070858752
2022-01-14,38884.34400809925
2022-01-15,38875.39078407679
2022-01-16,38881.050074802784
2022-01-17,39180.27532486737
2022-01-18,39363.73122796348
2022-01-19,39640.57825847892
2022-01-20,40132.39829565399
2022-01-21,40145.267434386136
2022-01-22,40049.6541819575
2022-01-23,39687.85016671196
2022-01-24,39377.39858027842
2022-01-25,39950.58940565744
2022-01-26,39482.66294395717
2022-01-27,39778.81930867622
2022-01-28,34567.79466666915
2022-01-29,34499.306342980366
2022-01-30,34174.14308984627
2022-01-31,34142.84929077504
2022-02-01,34124.93593393679
2022-02-02,33323.18333860416
2022-02-03,33195.777219008785
2022-02-04,32866.512691960714
2022-02-05,32590.418419974092
2022-02-06,32510.01333369235
2022-02-07,32505.06589449029
2022-02-08,32232.554344246833
2022-02-09,32238.266205174732
2022-02-10,32281.695980929988
2022-02-11,32785.222597301974
2022-02-12,32806.53066158601
2022-02-13,32818.848891658585
2022-02-14,33033.02233700434
2022-02-15,33019.78283185428
2022-02-16,33016.444159646126
2022-02-17,33051.8638787001
2022-02-18,32939.993480457495
2022-02-19,33192.91825987008
2022-02-20,33657.05405228597
2022-02-21,33867.20560078036
2022-02-22,33941.541299479606
2022-02-23,33805.38908161744
2022-02-24,33832.507765566945
2022-02-25,34584.68540892921
2022-02-26,34575.46826416025
2022-02-27,34429.362266985256
2022-02-28,33523.72123197066
2022-03-01,33693.256056493614
2022-03-02,33699.74659113604
2022-03-03,33598.52905045676
2022-03-04,33597.49501673156
2022-03-05,34259.43931956573
2022-03-06,34240.0103462374
2022-03-07,34365.47485319961
2022-03-08,34538.13080821881
2022-03-09,34282.59348843591
2022-03-10,34256.07067023436
2022-03-11,34366.00484686778
2022-03-12,34812.89859783608
2022-03-13,35100.99839510104
2022-03-14,35188.48513913946
2022-03-15,35125.80554345695
2022-03-16,35093.27129372561
2022-03-17,34944.10663274652
2022-03-18,34923.915304987255
2022-03-19,34783.42017290995
2022-03-20,34700.795012328344
2022-03-21,34643.44379775266
2022-03-22,34506.70115809271
2022-03-23,34495.52081414797
2022-03-24,34537.758775758964
2022-03-25,33918.830245234196
2022-03-26,33664.40824594529
2022-03-27,33603.94790016422
2022-03-28,32839.779880458096
2022-03-29,32716.879023860773
2022-03-30,32683.708949562275
2022-03-31,32733.55788445475
2022-04-01,32637.33786823382
2022-04-02,32790.928586161885
2022-04-03,32735.299686055325
2022-04-04,32637.195150968502
2022-04-05,32451.853408278785
2022-04-06,31884.16665779984
2022-04-07,31560.88887199412
2022-04-08,31513.86687070152
2022-04-09,31601.647676349887
2022-04-10,31487.46729016251
2022-04-11,31273.58349433485
2022-04-12,31086.27470772536
2022-04-13,30937.639737264635
2022-04-14,30931.2507187018
2022-04-15,24752.425392327623
2022-04-16,24387.812181629462
2022-04-17,24584.408135674083
2022-04-18,24634.20920096077
2022-04-19,24935.083240409327
2022-04-20,24760.40052870708
2022-04-21,25160.919619607645
2022-04-22,25143.98505909215
2022-04-23,24671.812430925653
2022-04-24,24737.49661325481
2022-04-25,24713.77830560661
2022-04-26,15365.606634767542
2022-04-27,15243.590766791986
2022-04-28,14206.84707242398
2022-04-29,14215.20205828782
2022-04-30,14220.692896522718
2022-05-01,13875.53712676672
2022-05-02,13539.937905735924
2022-05-03,12901.468314975047
2022-05-04,12744.886513879685
2022-05-05,12414.77394334561
2022-05-06,12939.509804626396
2022-05-07,13789.95865912644
2022-05-08,13587.086976741464
2022-05-09,13616.238866528282
2022-05-10,13594.607184476094
2022-05-11,12595.467557828577
2022-05-12,11963.829698021971
2022-05-13,12298.469684283878
2022-05-14,12211.87230094174
2022-05-15,12109.23161327764
2022-05-16,12297.169683098557
2022-05-17,12133.187840124348
2022-05-18,10824.893164672118
2022-05-19,10976.443368712358
2022-05-20,11108.161570887703
2022-05-21,11199.817789825864
2022-05-22,11286.278644967237
2022-05-23,11507.53356195298
2022-05-24,11231.921980881623
2022-05-25,11269.586290395084
2022-05-26,11683.6056502149
2022-05-27,11839.335078235436
2022-05-28,11794.271846736046
2022-05-29,11768.708239909642
2022-05-30,11819.541424093106
2022-05-31,11565.13581682006
2022-06-01,11561.346633137751
2022-06-02,11510.32039382503
2022-06-03,11497.633592447302
2022-06-04,11542.355349227562
2022-06-05,11539.791981167238
2022-06-06,11534.448933775497
2022-06-07,11422.741250445197
2022-06-08,11423.02395382115
2022-06-09,11359.05995110759
2022-06-10,11372.940154628646
2022-06-11,11472.6534825343
2022-06-12,11787.913770612917
2022-06-13,11755.938180726174
2022-06-14,11056.253809557324
2022-06-15,10479.547531262728
2022-06-16,10650.675220840863
2022-06-17,10571.234806705295
2022-06-18,10324.086328448042
2022-06-19,11046.865268250767
2022-06-20,10926.286208797705
2022-06-21,10863.673871143576
2022-06-22,10852.817801063253
2022-06-23,10798.450747897918
2022-06-24,10774.445971721569
2022-06-25,10209.043200111364
2022-06-26,11034.43163830193
2022-06-27,10969.894660020118
2022-06-28,10873.785860154963
2022-06-29,10912.993821687118
2022-06-30,10832.068865619658
2022-07-01,11378.23807635568
2022-07-02,11361.0307662405
2022-07-03,11371.401317379672
2022-07-04,11306.691154353006
2022-07-05,11281.371158397831
2022-07-06,11163.471972306646
2022-07-07,11145.58846373514
2022-07-08,10460.877343545866
2022-07-09,10356.933598473728
2022-07-10,10352.409855333772
2022-07-11,10274.319039364344
2022-07-12,10232.413589417783
2022-07-13,9910.943975397293
2022-07-14,9925.972308007887
2022-07-15,9805.37289252889
2022-07-16,9709.508544056154
2022-07-17,9571.24597407186
2022-07-18,9534.41561707574
2022-07-19,9451.13233179072
2022-07-20,9342.648436920226
2022-07-21,9495.13455604506
2022-07-22,9566.40225519247
2022-07-23,9443.039727793215
2022-07-24,9347.013561266198
2022-07-25,9081.211573150737
2022-07-26,9299.310907728488
2022-07-27,9636.804820396232
2022-07-28,9321.730441436408
2022-07-29,9529.120651319668
2022-07-30,9437.217966615071
2022-07-31,9445.140046354463
2022-08-01,9305.542102003808
2022-08-02,9382.367498738036
2022-08-03,9363.132605016008
2022-08-04,9585.634498697143
2022-08-05,9647.632004620084
2022-08-06,9693.51541620172
2022-08-07,9680.45301887369
2022-08-08,9668.369624679572
2022-08-09,9597.35159135642
2022-08-10,9583.026054850112
2022-08-11,9536.741779391476
2022-08-12,9423.876999215345
2022-08-13,9366.277334376764
2022-08-14,9081.916060941145
2022-08-15,9074.206250774456
2022-08-16,9045.102028287196
2022-08-17,9035.924305016822
2022-08-18,8991.711300391196
2022-08-19,9012.15003513634
2022-08-20,8990.769617501894
2022-08-21,9194.546704628776
2022-08-22,9094.327005928568
2022-08-23,9077.812075455868
2022-08-24,9014.833261704942
2022-08-25,8940.883553600572
2022-08-26,8772.266320609375
2022-08-27,8911.005943878601
2022-08-28,8853.185917132392
2022-08-29,8930.136675528935
2022-08-30,8805.594480042912
2022-08-31,8690.84640854544
2022-09-01,8574.872092401629
2022-09-02,8561.205245270336
2022-09-03,8385.39261937502
2022-09-04,8467.70003900726
2022-09-05,8450.37549276667
2022-09-06,8135.1291879208065
2022-09-07,8650.443628978017
2022-09-08,8544.447279274456
2022-09-09,17338.529801714198
2022-09-10,17287.23535608658
2022-09-11,17252.16440970394
2022-09-12,17342.60313723169
2022-09-13,17299.28704492164
2022-09-14,17443.62087404171
2022-09-15,16949.431629365154
2022-09-16,16949.431729365155
2022-09-17,17691.193259847725
2022-09-18,17826.810006670537
2022-09-19,17999.7985439298
2022-09-20,17648.450453826477
2022-09-21,17927.512805571998
2022-09-22,18406.02989553672
2022-09-23,18532.911984222497
2022-09-24,9269.052943019677
2022-09-25,9173.665639917965
2022-09-26,9195.758458221706
2022-09-27,9153.174390950957
2022-09-28,9021.119142940011
2022-09-29,9526.744949639524
2022-09-30,3756.807672557661
2022-10-01,3571.720165901303
2022-10-02,3514.159252033776
2022-10-03,3532.717268016206
2022-10-04,3494.687075395148
2022-10-05,3389.3520230377644
2022-10-06,3364.3441750976936
2022-10-07,3581.4510585401877
2022-10-08,3562.21090792251
2022-10-09,3595.4054546986176
2022-10-10,3614.045010077888
2022-10-11,3716.785681563072
2022-10-12,3500.326841480955
2022-10-13,3406.9185364973164
2022-10-14,3615.109743207228
2022-10-15,3475.7598241456203
