date,0x64192819Ac13Ef72bF6b5AE239AC672B43a9AF08,0x1A2a1c938CE3eC39b6D47113c7955bAa9DD454F2
2020-11-15,0.0,0.0
2020-11-16,0.0,0.0
2020-11-17,0.0,0.0
2020-11-18,0.0,0.0
2020-11-19,0.0,0.0
2020-11-20,0.0,0.0
2020-11-21,0.0,0.0
2020-11-22,0.0,0.0
2020-11-23,0.0,0.0
2020-11-24,0.0,0.0
2020-11-25,0.0,0.0
2020-11-26,0.0,0.0
2020-11-27,0.0,0.0
2020-11-28,0.0,0.0
2020-11-29,0.0,0.0
2020-11-30,0.0,0.0
2020-12-01,0.0,0.0
2020-12-02,0.0,0.0
2020-12-03,0.0,0.0
2020-12-04,0.0,0.0
2020-12-05,0.0,0.0
2020-12-06,0.0,0.0
2020-12-07,0.0,0.0
2020-12-08,0.0,0.0
2020-12-09,0.0,0.0
2020-12-10,0.0,0.0
2020-12-11,0.0,0.0
2020-12-12,0.0,0.0
2020-12-13,0.0,0.0
2020-12-14,0.0,0.0
2020-12-15,0.0,0.0
2020-12-16,0.0,0.0
2020-12-17,0.0,0.0
2020-12-18,0.0,0.0
2020-12-19,0.0,0.0
2020-12-20,0.0,0.0
2020-12-21,0.0,0.0
2020-12-22,0.0,0.0
2020-12-23,0.0,0.0
2020-12-24,0.0,0.0
2020-12-25,0.0,0.0
2020-12-26,0.0,0.0
2020-12-27,0.0,0.0
2020-12-28,0.0,0.0
2020-12-29,0.0,0.0
2020-12-30,0.0,0.0
2020-12-31,0.0,0.0
2021-01-01,0.0,0.0
2021-01-02,0.0,0.0
2021-01-03,0.0,0.0
2021-01-04,0.0,0.0
2021-01-05,0.0,0.0
2021-01-06,0.0,0.0
2021-01-07,0.0,0.0
2021-01-08,0.0,0.0
2021-01-09,0.0,0.0
2021-01-10,0.0,0.0
2021-01-11,0.0,0.0
2021-01-12,0.0,0.0
2021-01-13,0.0,0.0
2021-01-14,0.0,0.0
2021-01-15,0.0,0.0
2021-01-16,0.0,0.0
2021-01-17,0.0,0.0
2021-01-18,0.0,0.0
2021-01-19,0.0,0.0
2021-01-20,0.0,0.0
2021-01-21,0.0,0.0
2021-01-22,0.0,0.0
2021-01-23,0.0,0.0
2021-01-24,0.0,0.0
2021-01-25,0.0,0.0
2021-01-26,0.0,0.0
2021-01-27,0.0,0.0
2021-01-28,0.0,0.0
2021-01-29,0.0,0.0
2021-01-30,0.0,0.0
2021-01-31,0.0,0.0
2021-02-01,0.0,0.0
2021-02-02,0.0,0.0
2021-02-03,0.0,0.0
2021-02-04,0.0,0.0
2021-02-05,0.0,0.0
2021-02-06,0.0,0.0
2021-02-07,0.0,0.0
2021-02-08,0.0,0.0
2021-02-09,0.0,0.0
2021-02-10,0.0,0.0
2021-02-11,0.0,0.0
2021-02-12,0.0,0.0
2021-02-13,0.0,0.0
2021-02-14,0.0,0.0
2021-02-15,0.0,0.0
2021-02-16,0.0,0.0
2021-02-17,0.0,0.01211631
2021-02-18,0.0,0.01211631
2021-02-19,0.0,0.01211631
2021-02-20,0.0,0.01211631
2021-02-21,0.0,0.01211631
2021-02-22,0.0,0.01211631
2021-02-23,0.0,0.01211631
2021-02-24,0.0,0.01211631
2021-02-25,0.0,0.01211631
2021-02-26,0.0,0.01211631
2021-02-27,0.0,0.01211631
2021-02-28,0.0,0.01211631
2021-03-01,0.0,0.01211631
2021-03-02,0.0,0.01211631
2021-03-03,0.0,0.01211631
2021-03-04,0.0,0.01211631
2021-03-05,0.0,0.01211631
2021-03-06,0.0,0.01211631
2021-03-07,0.0,0.01211631
2021-03-08,0.0,0.01211631
2021-03-09,0.0,0.01211631
2021-03-10,0.0,0.01211631
2021-03-11,0.0,0.01211631
2021-03-12,0.0,0.01211631
2021-03-13,0.0,0.01211631
2021-03-14,0.0,0.01211631
2021-03-15,0.0,0.01211631
2021-03-16,0.0,0.01211631
2021-03-17,0.0,0.01211631
2021-03-18,0.0,0.01211631
2021-03-19,0.0,0.01211631
2021-03-20,0.0,0.01211631
2021-03-21,0.0,0.01211631
2021-03-22,0.0,0.06757866
2021-03-23,0.0,0.06757866
2021-03-24,0.0,0.06757866
2021-03-25,0.0,0.06757866
2021-03-26,0.0,0.06757866
2021-03-27,0.0,0.06757866
2021-03-28,0.0,0.06757866
2021-03-29,0.0,0.06757866
2021-03-30,0.0,0.06757866
2021-03-31,0.0,0.06757866
2021-04-01,0.0,0.06757866
2021-04-02,0.0,0.06757866
2021-04-03,0.0,0.06757866
2021-04-04,0.0,0.06757866
2021-04-05,0.0,0.06757866
2021-04-06,0.0,0.06757866
2021-04-07,0.0,0.06757866
2021-04-08,0.0,0.06757866
2021-04-09,0.0,0.06757866
2021-04-10,0.0,0.06757866
2021-04-11,0.0,0.06757866
2021-04-12,0.0,0.06757866
2021-04-13,0.0,0.06757866
2021-04-14,0.0,0.06757866
2021-04-15,0.0,0.06757866
2021-04-16,0.0,0.06757866
2021-04-17,0.0,0.06757866
2021-04-18,0.0,0.06757866
2021-04-19,0.0,0.06757866
2021-04-20,0.0,0.06757866
2021-04-21,0.0,0.06757866
2021-04-22,0.0,0.06757866
2021-04-23,0.0,0.06757866
2021-04-24,0.0,0.06757866
2021-04-25,0.0,0.06757866
2021-04-26,0.0,0.06757866
2021-04-27,0.0,0.06757866
2021-04-28,0.0,0.06757866
2021-04-29,0.0,0.06757866
2021-04-30,0.0,0.0956601606
2021-05-01,0.0,0.1421797406
2021-05-02,0.0,0.1421797406
2021-05-03,0.0,0.4955562966
2021-05-04,0.0,0.6065562966
2021-05-05,0.0,0.6065562966
2021-05-06,0.0,0.7733744866
2021-05-07,0.0,0.7733744866
2021-05-08,0.0,0.7733744866
2021-05-09,0.0,0.7733744866
2021-05-10,0.0,0.7733744866
2021-05-11,0.0,1.0676693736
2021-05-12,0.0,1.0676693736
2021-05-13,0.0,1.0676693736
2021-05-14,0.0,1.1479193736
2021-05-15,0.0,1.1685193736
2021-05-16,0.0,1.1685193736
2021-05-17,0.0,1.1685193736
2021-05-18,0.0,1.1826891236
2021-05-19,0.0,1.1826891236
2021-05-20,0.0,1.1826891236
2021-05-21,0.0,1.3632791236
2021-05-22,0.0,1.3632791236
2021-05-23,0.0,1.3638043263610828
2021-05-24,0.0,1.627040110161083
2021-05-25,0.0,1.7585546642791166
2021-05-26,0.0,1.8385546642791164
2021-05-27,0.0,2.0154517609457834
2021-05-28,0.0,2.0974517609457832
2021-05-29,0.0,2.2861523490992144
2021-05-30,0.0,2.301440284982915
2021-05-31,0.0,2.7859572839829148
2021-06-01,0.0,2.798857283982915
2021-06-02,0.0,3.185644783982915
2021-06-03,0.0,3.1963019230568865
2021-06-04,0.0,3.2656871813501693
2021-06-05,0.0,3.295687181350169
2021-06-06,0.0,3.9318687583501695
2021-06-07,0.0,4.041868758350169
2021-06-08,0.0,4.136118758350169
2021-06-09,0.0,4.517394448990169
2021-06-10,0.0,4.554494548990169
2021-06-11,0.0,4.577955548990169
2021-06-12,0.0,4.58155554899017
2021-06-13,0.0,4.589805548990169
2021-06-14,0.0,4.603805548990169
2021-06-15,0.0,4.664927490644573
2021-06-16,0.0,4.797056867644573
2021-06-17,0.0,5.723812423061239
2021-06-18,0.0,5.775433217061239
2021-06-19,0.0,5.850763161622322
2021-06-20,0.0,5.8645034576434965
2021-06-21,0.0,5.874894026643497
2021-06-22,0.0,6.135959997490718
2021-06-23,0.0,6.8288888502518015
2021-06-24,0.0,7.2118820019518015
2021-06-25,0.0,7.885832225951801
2021-06-26,0.0,7.961883594842057
2021-06-27,0.0,8.261584075713197
2021-06-28,0.0,8.601115586301177
2021-06-29,0.0,8.930285023207006
2021-06-30,0.0,9.388554100407006
2021-07-01,0.0,9.848376410407006
2021-07-02,0.0,9.978430718295895
2021-07-03,0.0,10.74909831362051
2021-07-04,0.0,11.858991678419935
2021-07-05,0.0,14.639558328996607
2021-07-06,0.0,15.344297268084343
2021-07-07,0.0,17.905918933615748
2021-07-08,0.0,19.518638489724918
2021-07-09,0.0,22.403533016417043
2021-07-10,0.0,24.79285743050913
2021-07-11,0.0,26.35970095478605
2021-07-12,0.0,28.187854754019618
2021-07-13,0.0,32.60436911863808
2021-07-14,0.0,36.87094949505236
2021-07-15,0.0,45.55635791475745
2021-07-16,0.0,51.571270519236535
2021-07-17,0.0,56.45203767042334
2021-07-18,0.0,58.57474455982334
2021-07-19,0.0,61.5697052740695
2021-07-20,0.0,63.410645988710634
2021-07-21,0.0,65.02740608845878
2021-07-22,0.0,66.4361102758643
2021-07-23,0.0,69.56757432614496
2021-07-24,0.0,74.96531153176446
2021-07-25,0.0,78.80734096376446
2021-07-26,0.0,82.7807647504256
2021-07-27,0.0,84.15121741969969
2021-07-28,0.0,85.15597742706076
2021-07-29,0.0,87.88829151611986
2021-07-30,0.0,91.65330612946244
2021-07-31,0.0,94.98125167347065
2021-08-01,0.0,98.59342755597369
2021-08-02,0.0,99.58985655128677
2021-08-03,0.0,103.10962057828677
2021-08-04,0.0,109.81100633140295
2021-08-05,0.0,112.73996185320848
2021-08-06,0.0,115.89039623620833
2021-08-07,0.0,118.95534982254033
2021-08-08,0.0,121.13707620630946
2021-08-09,0.0,122.69000263670861
2021-08-10,0.0,124.58431015317203
2021-08-11,0.0,129.1729751995468
2021-08-12,0.0,132.25948309212708
2021-08-13,0.0,135.6434821266039
2021-08-14,0.0,136.51435827784178
2021-08-15,0.0,138.8539208890764
2021-08-16,0.0,139.657722738812
2021-08-17,0.0,142.7753769432923
2021-08-18,0.0,145.79271753445684
2021-08-19,0.0,148.11372042739842
2021-08-20,0.0,150.58450627979838
2021-08-21,0.0,158.62533762959958
2021-08-22,0.0,159.8939964867604
2021-08-23,0.0,161.61974156875704
2021-08-24,0.0,165.10671469024885
2021-08-25,0.0,168.62412007120457
2021-08-26,0.0,170.11644832101962
2021-08-27,0.0,171.2664773914236
2021-08-28,0.0,172.6768876082923
2021-08-29,0.0,176.24128246389463
2021-08-30,0.0,178.92407523819173
2021-08-31,0.0,181.00737178124504
2021-09-01,0.0,183.2912038611355
2021-09-02,0.0,185.74712194779806
2021-09-03,0.0,186.97133349275728
2021-09-04,0.0,188.21539106835678
2021-09-05,0.0,189.0952595667885
2021-09-06,0.0,191.06118047379456
2021-09-07,0.0,193.03419829762973
2021-09-08,0.0,194.28413086790917
2021-09-09,0.0,195.92298104142546
2021-09-10,0.0,196.78828128912008
2021-09-11,0.0,198.25333483778155
2021-09-12,0.0,199.03448824882216
2021-09-13,0.0,200.44181799814137
2021-09-14,0.0,202.4411521681921
2021-09-15,0.0,203.85260311627917
2021-09-16,0.0,204.50629630792935
2021-09-17,0.0,205.05775369933923
2021-09-18,0.0,206.46310183282793
2021-09-19,0.0,207.3526768390089
2021-09-20,0.0,208.04880899565904
2021-09-21,0.0,208.514225703341
2021-09-22,0.0,209.43495858335356
2021-09-23,0.0,209.8714340862414
2021-09-24,0.0,211.15485521779613
2021-09-25,0.0,212.84961623865178
2021-09-26,0.0,213.27371124849392
2021-09-27,0.0,213.71493148510334
2021-09-28,0.0,214.97132539800003
2021-09-29,0.0,216.19564052781385
2021-09-30,0.0,216.66096564020222
2021-10-01,0.0,217.12114329809003
2021-10-02,0.0,217.56749841291375
2021-10-03,0.0,218.60421094914813
2021-10-04,0.0,219.3684367784296
2021-10-05,0.0,220.5780432425993
2021-10-06,0.0,221.87500550677345
2021-10-07,0.0,225.0746455615157
2021-10-08,0.0,227.70364937942009
2021-10-09,0.0,230.10283648948916
2021-10-10,0.0,233.8855505087834
2021-10-11,0.0,236.2610639211372
2021-10-12,0.0,238.30448119577164
2021-10-13,0.0,241.02099937576975
2021-10-14,0.0,244.05550945389348
2021-10-15,0.0,247.11127894765488
2021-10-16,0.0,250.19437926182343
2021-10-17,0.0,253.23194695591008
2021-10-18,0.0,256.18198405536435
2021-10-19,0.0,258.46105789878027
2021-10-20,0.0,260.8296632829789
2021-10-21,0.0,262.89865565271504
2021-10-22,0.0,264.9201189251202
2021-10-23,0.0,266.7356972418608
2021-10-24,0.0,268.9420199531278
2021-10-25,0.0,271.18002105228385
2021-10-26,0.0,272.84983764883714
2021-10-27,0.0,276.07840544781453
2021-10-28,0.0,278.1125961758009
2021-10-29,0.0,280.94195687938145
2021-10-30,0.0,282.4898344220869
2021-10-31,0.0,285.54910907131847
2021-11-01,0.0,287.3549543141516
2021-11-02,0.0,289.3909597561136
2021-11-03,0.0,291.8813925075338
2021-11-04,0.0,294.35887659012167
2021-11-05,0.0,304.33376854881766
2021-11-06,0.0,308.7303842382351
2021-11-07,0.0,312.18015530510695
2021-11-08,0.0,313.92837406634214
2021-11-09,0.0,317.07916006783273
2021-11-10,0.0,321.2417665036146
2021-11-11,0.0,323.9091256161431
2021-11-12,0.0,326.69892512310804
2021-11-13,0.0,328.5105416939456
2021-11-14,0.0,331.5065284271297
2021-11-15,0.0,334.9633014674893
2021-11-16,0.0,339.59069581207876
2021-11-17,0.0,342.78891959259136
2021-11-18,0.0,344.54611272080064
2021-11-19,0.0,347.67182306194735
2021-11-20,0.0,348.91197140291655
2021-11-21,0.0,350.7441701969329
2021-11-22,0.0,354.0645564613722
2021-11-23,0.0,355.62270100799947
2021-11-24,0.0,357.7998925464006
2021-11-25,0.0,360.04149910368307
2021-11-26,0.0,361.5607896238817
2021-11-27,0.0,365.0876270306147
2021-11-28,0.0,369.99647809296954
2021-11-29,0.0,372.1649520255214
2021-11-30,0.0,374.439811189653
2021-12-01,0.0,376.50551537669105
2021-12-02,0.0,377.7530370865951
2021-12-03,0.0,379.46755647573394
2021-12-04,0.0,381.4653559573307
2021-12-05,0.0,383.9933259117938
2021-12-06,0.0,386.17626681345564
2021-12-07,0.0,387.68206908498496
2021-12-08,0.0,390.24362709790086
2021-12-09,0.0,391.213283738349
2021-12-10,0.0,392.8402004811685
2021-12-11,0.0,393.9468117793164
2021-12-12,0.0,395.3307254162946
2021-12-13,0.0,396.52199577915087
2021-12-14,0.0,397.5673452456233
2021-12-15,0.0,398.0228753783841
2021-12-16,0.0,398.56705793937005
2021-12-17,0.0,399.9097889684086
2021-12-18,0.0,400.3826002253549
2021-12-19,0.0,400.8953524812163
2021-12-20,0.0,402.0143617876526
2021-12-21,0.0,402.2556230027524
2021-12-22,0.0,402.6970188802967
2021-12-23,0.0,403.01939988164384
2021-12-24,0.0,403.7112053343754
2021-12-25,0.0,404.6599884863324
2021-12-26,0.0,405.50784833885433
2021-12-27,0.0,406.28669846390625
2021-12-28,0.0,406.7817566161767
2021-12-29,0.0,408.03880087222876
2021-12-30,0.0,408.98549897426255
2021-12-31,0.0,411.41866407913375
2022-01-01,0.0,411.8097413501846
2022-01-02,0.0,417.9336730465456
2022-01-03,0.0,419.1102082272979
2022-01-04,0.0,419.77706862727814
2022-01-05,0.0,420.4210033645806
2022-01-06,0.0,420.9709025589434
2022-01-07,0.0,421.67811456030034
2022-01-08,0.0,422.2061658540314
2022-01-09,0.0,422.84207394962766
2022-01-10,0.0,423.35252434662954
2022-01-11,0.0,423.87808891878007
2022-01-12,0.0,424.4997780104886
2022-01-13,0.0,425.0492792217296
2022-01-14,0.0,425.6124026841566
2022-01-15,0.0,426.22546943849994
2022-01-16,0.0,427.20309931557506
2022-01-17,0.0,429.9509981076877
2022-01-18,0.0,430.90856994950485
2022-01-19,0.0,434.66897081522785
2022-01-20,0.0,435.75446366800924
2022-01-21,0.0,436.14247396144754
2022-01-22,0.0,436.7754576076257
2022-01-23,0.0,437.9225374639851
2022-01-24,0.0,438.13766086661235
2022-01-25,0.0,438.6914839698821
2022-01-26,0.0,439.55701906531147
2022-01-27,0.0,440.39470380119246
2022-01-28,0.0,440.8999491140472
2022-01-29,0.0,441.94574975062585
2022-01-30,0.0,442.3853858552016
2022-01-31,0.0,444.6797525397198
2022-02-01,0.0,445.2319127426636
2022-02-02,0.0,446.0499851058474
2022-02-03,0.0,446.2617677148094
2022-02-04,0.0,446.9898462038995
2022-02-05,0.0,447.55617283085024
2022-02-06,0.0,447.7841697364366
2022-02-07,0.0,448.4886469973769
2022-02-08,0.0,449.1366955329455
2022-02-09,0.0,449.77365070469125
2022-02-10,0.0,449.9834694324023
2022-02-11,0.0,451.15393367472967
2022-02-12,0.0,452.4968468420339
2022-02-13,0.0,452.8839975455583
2022-02-14,0.0,454.42149979160786
2022-02-15,0.0,454.80272740717123
2022-02-16,0.0,455.2407032962751
2022-02-17,0.0,455.51800609564737
2022-02-18,0.0,456.1137846470532
2022-02-19,0.0,456.5573727302266
2022-02-20,0.0,456.7366938627781
2022-02-21,0.0,457.3486571844001
2022-02-22,0.0,457.5045487769515
2022-02-23,0.0,458.21329736138745
2022-02-24,0.0,458.41749086537436
2022-02-25,0.0,458.7803855131066
2022-02-26,0.0,458.8586542722108
2022-02-27,0.0,459.07057187204464
2022-02-28,0.0,459.4651257228025
2022-03-01,0.0,459.60395797637506
2022-03-02,0.0,459.89331240640706
2022-03-03,0.0,460.01591630262277
2022-03-04,0.0,460.80034651909364
2022-03-05,0.0,461.0382492080816
2022-03-06,0.0,461.16594290174356
2022-03-07,0.0,461.5943330781553
2022-03-08,0.0,462.0934239706709
2022-03-09,0.0,462.17465078124695
2022-03-10,0.0,462.2287442744472
2022-03-11,0.0,462.32918149150396
2022-03-12,0.0,462.3638602323974
2022-03-13,0.0,462.5417272209239
2022-03-14,0.0,462.76878643171545
2022-03-15,0.0,462.8054014592491
2022-03-16,0.0,462.91940503449814
2022-03-17,0.0,463.18720526565164
2022-03-18,0.0,463.2467433323989
2022-03-19,0.0,463.47609503459324
2022-03-20,0.0,463.6100886656694
2022-03-21,0.0,463.86333298015154
2022-03-22,0.0,463.88364344307723
2022-03-23,0.0,463.91832233164956
2022-03-24,0.0,464.01405889188646
2022-03-25,0.0,464.134054555506
2022-03-26,0.0,464.25350760487885
2022-03-27,0.0,464.47158206281136
2022-03-28,0.0,464.57154296755925
2022-03-29,0.0,464.68769050464465
2022-03-30,0.0,464.7867516552948
2022-03-31,0.0,464.9124462975628
2022-04-01,0.0,465.0026367378377
2022-04-02,0.0,465.0121716391423
2022-04-03,0.0,465.02024764701736
2022-04-04,0.0,465.11762878525036
